external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,subject_active_base_count,subject_required_reuse_ceiling,exact_donor_index,donor_volume,donor_h5_file
BraTS20_Validation_050,50,119,flair,8952,8371,1,71,2,6628,147,volume_147_slice_76.h5
BraTS20_Validation_050,50,120,flair,8564,7548,1,71,2,15737,324,volume_324_slice_47.h5
BraTS20_Validation_050,50,121,flair,8101,6585,1,71,2,15005,310,volume_310_slice_42.h5
BraTS20_Validation_050,50,122,flair,7647,5581,1,71,2,6357,140,volume_140_slice_100.h5
BraTS20_Validation_050,50,33,flair,8669,4747,1,71,2,4372,94,volume_94_slice_59.h5
BraTS20_Validation_050,50,123,flair,7198,4627,1,71,2,6390,140,volume_140_slice_133.h5
BraTS20_Validation_050,50,32,flair,8158,4606,1,71,2,15234,314,volume_314_slice_70.h5
BraTS20_Validation_050,50,31,flair,7614,4483,1,71,2,7100,155,volume_155_slice_52.h5
BraTS20_Validation_050,50,30,flair,7160,4350,1,71,2,7127,155,volume_155_slice_79.h5
BraTS20_Validation_050,50,29,flair,6833,4081,1,71,2,8125,172,volume_172_slice_121.h5
BraTS20_Validation_050,50,28,flair,6721,4028,1,71,2,9761,203,volume_203_slice_88.h5
BraTS20_Validation_050,50,27,flair,6582,4013,1,71,2,8419,178,volume_178_slice_77.h5
BraTS20_Validation_050,50,124,flair,6732,3888,1,71,2,17924,369,volume_369_slice_131.h5
BraTS20_Validation_050,50,26,flair,6391,3904,1,71,2,2851,58,volume_58_slice_79.h5
BraTS20_Validation_050,50,25,flair,6220,3808,1,71,2,8005,170,volume_170_slice_75.h5
BraTS20_Validation_050,50,23,flair,5851,3536,1,71,2,17842,369,volume_369_slice_49.h5
BraTS20_Validation_050,50,125,flair,6356,3387,1,71,2,6351,140,volume_140_slice_94.h5
BraTS20_Validation_050,50,22,flair,5636,3369,1,71,2,8491,179,volume_179_slice_83.h5
BraTS20_Validation_050,50,21,flair,5463,3248,1,71,2,7692,165,volume_165_slice_79.h5
BraTS20_Validation_050,50,20,flair,5263,3015,1,71,2,10217,213,volume_213_slice_62.h5
BraTS20_Validation_050,50,126,flair,5973,2903,1,71,2,16151,332,volume_332_slice_121.h5
BraTS20_Validation_050,50,19,flair,5142,2873,1,71,2,8119,172,volume_172_slice_115.h5
BraTS20_Validation_050,50,18,flair,5068,2827,1,71,2,7956,169,volume_169_slice_67.h5
BraTS20_Validation_050,50,17,flair,4988,2754,1,71,2,132,3,volume_3_slice_75.h5
BraTS20_Validation_050,50,16,flair,4866,2619,1,71,2,848,17,volume_17_slice_96.h5
BraTS20_Validation_050,50,15,flair,4725,2464,1,71,2,7960,169,volume_169_slice_71.h5
BraTS20_Validation_050,50,127,flair,5515,2353,1,71,2,6376,140,volume_140_slice_119.h5
BraTS20_Validation_050,50,14,flair,4619,2332,1,71,2,13386,279,volume_279_slice_112.h5
BraTS20_Validation_050,50,13,flair,4486,2183,1,71,2,7957,169,volume_169_slice_68.h5
BraTS20_Validation_050,50,12,flair,4334,2050,1,71,2,7164,155,volume_155_slice_116.h5
BraTS20_Validation_050,50,11,flair,4197,1854,1,71,2,12241,253,volume_253_slice_68.h5
BraTS20_Validation_050,50,128,flair,4958,1775,1,71,2,13242,275,volume_275_slice_59.h5
BraTS20_Validation_050,50,10,flair,4045,1659,1,71,2,4907,108,volume_108_slice_42.h5
BraTS20_Validation_050,50,9,flair,3891,1472,1,71,2,1075,23,volume_23_slice_86.h5
BraTS20_Validation_050,50,129,flair,4453,1408,1,71,2,17317,357,volume_357_slice_105.h5
BraTS20_Validation_050,50,8,flair,3733,1325,1,71,2,9951,208,volume_208_slice_125.h5
BraTS20_Validation_050,50,7,flair,3591,1211,1,71,2,8009,170,volume_170_slice_79.h5
BraTS20_Validation_050,50,130,flair,3930,1007,1,71,2,6308,138,volume_138_slice_123.h5
BraTS20_Validation_050,50,6,flair,3339,1021,1,71,2,9644,201,volume_201_slice_120.h5
BraTS20_Validation_050,50,5,flair,3121,818,1,71,2,7963,169,volume_169_slice_74.h5
BraTS20_Validation_050,50,131,flair,3370,755,1,71,2,6752,148,volume_148_slice_127.h5
BraTS20_Validation_050,50,132,flair,2825,435,1,71,2,1060,22,volume_22_slice_117.h5
BraTS20_Validation_050,50,133,flair,2341,279,1,71,2,7579,163,volume_163_slice_124.h5
BraTS20_Validation_050,50,134,flair,1774,126,1,71,2,7580,163,volume_163_slice_125.h5
BraTS20_Validation_050,50,4,flair,1322,63,1,71,2,17786,368,volume_368_slice_62.h5
BraTS20_Validation_050,50,135,flair,1201,54,1,71,2,14591,301,volume_301_slice_131.h5
BraTS20_Validation_050,50,136,flair,793,19,1,71,2,14592,301,volume_301_slice_132.h5
BraTS20_Validation_050,50,96,flair,15588,17659,2,71,2,6306,138,volume_138_slice_121.h5
BraTS20_Validation_050,50,97,flair,15361,17630,2,71,2,5487,122,volume_122_slice_79.h5
BraTS20_Validation_050,50,98,flair,15166,17591,2,71,2,4632,101,volume_101_slice_48.h5
BraTS20_Validation_050,50,99,flair,14980,17519,2,71,2,6066,135,volume_135_slice_74.h5
BraTS20_Validation_050,50,100,flair,14799,17457,2,71,2,7205,156,volume_156_slice_67.h5
BraTS20_Validation_050,50,101,flair,14610,17388,2,71,2,6267,138,volume_138_slice_82.h5
BraTS20_Validation_050,50,102,flair,14332,17281,2,71,2,13750,286,volume_286_slice_79.h5
BraTS20_Validation_050,50,103,flair,14031,17086,2,71,2,6651,147,volume_147_slice_99.h5
BraTS20_Validation_050,50,104,flair,13777,16755,2,71,2,13833,288,volume_288_slice_50.h5
BraTS20_Validation_051,51,62,flair,14609,16539,1,62,2,6071,135,volume_135_slice_79.h5
BraTS20_Validation_051,51,61,flair,14465,16347,1,62,2,5539,123,volume_123_slice_72.h5
BraTS20_Validation_051,51,60,flair,14400,16156,1,62,2,17750,367,volume_367_slice_67.h5
BraTS20_Validation_051,51,59,flair,14204,15844,1,62,2,6872,150,volume_150_slice_84.h5
BraTS20_Validation_051,51,58,flair,14069,15509,1,62,2,5412,119,volume_119_slice_62.h5
BraTS20_Validation_051,51,57,flair,13726,14793,1,62,2,4830,105,volume_105_slice_55.h5
BraTS20_Validation_051,51,56,flair,13331,14121,1,62,2,5011,112,volume_112_slice_81.h5
BraTS20_Validation_051,51,55,flair,13052,13757,1,62,2,5676,127,volume_127_slice_49.h5
BraTS20_Validation_051,51,54,flair,12998,13570,1,62,2,5378,118,volume_118_slice_101.h5
BraTS20_Validation_051,51,51,flair,12848,13504,1,62,2,4366,94,volume_94_slice_53.h5
BraTS20_Validation_051,51,53,flair,12943,13503,1,62,2,3818,77,volume_77_slice_49.h5
BraTS20_Validation_051,51,52,flair,12881,13501,1,62,2,5400,119,volume_119_slice_50.h5
BraTS20_Validation_051,51,50,flair,12790,13497,1,62,2,5504,122,volume_122_slice_96.h5
BraTS20_Validation_051,51,49,flair,12730,13454,1,62,2,3135,65,volume_65_slice_71.h5
BraTS20_Validation_051,51,48,flair,12716,13441,1,62,2,3123,65,volume_65_slice_59.h5
BraTS20_Validation_051,51,47,flair,12615,13401,1,62,2,5540,123,volume_123_slice_73.h5
BraTS20_Validation_051,51,45,flair,12338,13206,1,62,2,16618,344,volume_344_slice_47.h5
BraTS20_Validation_051,51,44,flair,12082,12915,1,62,2,4173,87,volume_87_slice_76.h5
BraTS20_Validation_051,51,43,flair,11825,12399,1,62,2,8239,174,volume_174_slice_112.h5
BraTS20_Validation_051,51,42,flair,11365,11062,1,62,2,17295,357,volume_357_slice_83.h5
BraTS20_Validation_051,51,41,flair,10819,9473,1,62,2,3143,65,volume_65_slice_79.h5
BraTS20_Validation_051,51,40,flair,10349,8599,1,62,2,5545,123,volume_123_slice_78.h5
BraTS20_Validation_051,51,39,flair,9945,8148,1,62,2,3824,77,volume_77_slice_55.h5
BraTS20_Validation_051,51,38,flair,9483,7558,1,62,2,6769,149,volume_149_slice_47.h5
BraTS20_Validation_051,51,37,flair,8926,5686,1,62,2,4176,87,volume_87_slice_79.h5
BraTS20_Validation_051,51,36,flair,8453,4682,1,62,2,2847,58,volume_58_slice_75.h5
BraTS20_Validation_051,51,35,flair,7970,4122,1,62,2,909,19,volume_19_slice_39.h5
BraTS20_Validation_051,51,34,flair,7464,3797,1,62,2,4707,103,volume_103_slice_64.h5
BraTS20_Validation_051,51,33,flair,7014,3469,1,62,2,10574,221,volume_221_slice_43.h5
BraTS20_Validation_051,51,32,flair,6703,3227,1,62,2,9664,202,volume_202_slice_52.h5
BraTS20_Validation_051,51,31,flair,6361,3142,1,62,2,11465,239,volume_239_slice_91.h5
BraTS20_Validation_051,51,30,flair,5966,3111,1,62,2,9577,201,volume_201_slice_53.h5
BraTS20_Validation_051,51,29,flair,5634,3023,1,62,2,9687,202,volume_202_slice_75.h5
BraTS20_Validation_051,51,28,flair,5449,2939,1,62,2,10381,217,volume_217_slice_38.h5
BraTS20_Validation_051,51,27,flair,5300,2812,1,62,2,9590,201,volume_201_slice_66.h5
BraTS20_Validation_051,51,26,flair,5149,2689,1,62,2,9573,201,volume_201_slice_49.h5
BraTS20_Validation_051,51,25,flair,4998,2593,1,62,2,9695,202,volume_202_slice_83.h5
BraTS20_Validation_051,51,24,flair,4936,2562,1,62,2,8448,178,volume_178_slice_106.h5
BraTS20_Validation_051,51,23,flair,4863,2491,1,62,2,11809,244,volume_244_slice_117.h5
BraTS20_Validation_051,51,22,flair,4768,2384,1,62,2,9703,202,volume_202_slice_91.h5
BraTS20_Validation_051,51,21,flair,4665,2317,1,62,2,10331,215,volume_215_slice_85.h5
BraTS20_Validation_051,51,20,flair,4586,2258,1,62,2,8769,185,volume_185_slice_60.h5
BraTS20_Validation_051,51,19,flair,4469,2181,1,62,2,9628,201,volume_201_slice_104.h5
BraTS20_Validation_051,51,18,flair,4342,2069,1,62,2,12006,248,volume_248_slice_73.h5
BraTS20_Validation_051,51,17,flair,4232,1993,1,62,2,8397,178,volume_178_slice_55.h5
BraTS20_Validation_051,51,16,flair,4089,1873,1,62,2,9638,201,volume_201_slice_114.h5
BraTS20_Validation_051,51,127,flair,4960,1730,1,62,2,6343,140,volume_140_slice_86.h5
BraTS20_Validation_051,51,15,flair,3923,1741,1,62,2,11924,246,volume_246_slice_88.h5
BraTS20_Validation_051,51,14,flair,3780,1601,1,62,2,12034,248,volume_248_slice_101.h5
BraTS20_Validation_051,51,128,flair,4465,1408,1,62,2,1346,27,volume_27_slice_84.h5
BraTS20_Validation_051,51,13,flair,3583,1393,1,62,2,12464,257,volume_257_slice_62.h5
BraTS20_Validation_051,51,129,flair,4057,1143,1,62,2,10131,212,volume_212_slice_76.h5
BraTS20_Validation_051,51,12,flair,3293,1064,1,62,2,10231,213,volume_213_slice_76.h5
BraTS20_Validation_051,51,130,flair,3578,833,1,62,2,8073,171,volume_171_slice_122.h5
BraTS20_Validation_051,51,11,flair,2894,611,1,62,2,12717,262,volume_262_slice_100.h5
BraTS20_Validation_051,51,131,flair,2979,487,1,62,2,6667,147,volume_147_slice_115.h5
BraTS20_Validation_051,51,132,flair,2287,217,1,62,2,10896,229,volume_229_slice_130.h5
BraTS20_Validation_051,51,133,flair,1750,87,1,62,2,10737,224,volume_224_slice_98.h5
BraTS20_Validation_051,51,134,flair,1263,25,1,62,2,15230,313,volume_313_slice_134.h5
BraTS20_Validation_051,51,9,flair,1560,12,1,62,2,13570,283,volume_283_slice_84.h5
BraTS20_Validation_051,51,62,flair,14609,16539,2,62,2,15481,319,volume_319_slice_65.h5
BraTS20_Validation_051,51,61,flair,14465,16347,2,62,2,15465,318,volume_318_slice_114.h5
BraTS20_Validation_051,51,60,flair,14400,16156,2,62,2,3849,77,volume_77_slice_80.h5
BraTS20_Validation_051,51,59,flair,14204,15844,2,62,2,13417,280,volume_280_slice_81.h5
BraTS20_Validation_051,51,58,flair,14069,15509,2,62,2,5868,130,volume_130_slice_94.h5
BraTS20_Validation_051,51,57,flair,13726,14793,2,62,2,5643,126,volume_126_slice_81.h5
BraTS20_Validation_051,51,56,flair,13331,14121,2,62,2,4954,111,volume_111_slice_68.h5
BraTS20_Validation_051,51,55,flair,13052,13757,2,62,2,4257,89,volume_89_slice_65.h5
BraTS20_Validation_051,51,54,flair,12998,13570,2,62,2,5562,123,volume_123_slice_95.h5
BraTS20_Validation_051,51,51,flair,12848,13504,2,62,2,5056,113,volume_113_slice_71.h5
BraTS20_Validation_051,51,53,flair,12943,13503,2,62,2,17580,363,volume_363_slice_87.h5
BraTS20_Validation_051,51,52,flair,12881,13501,2,62,2,5541,123,volume_123_slice_74.h5
BraTS20_Validation_051,51,50,flair,12790,13497,2,62,2,6687,148,volume_148_slice_62.h5
BraTS20_Validation_051,51,49,flair,12730,13454,2,62,2,13316,277,volume_277_slice_76.h5
BraTS20_Validation_051,51,48,flair,12716,13441,2,62,2,5373,118,volume_118_slice_96.h5
BraTS20_Validation_051,51,47,flair,12615,13401,2,62,2,8151,173,volume_173_slice_88.h5
BraTS20_Validation_051,51,46,flair,12476,13308,2,62,2,17113,354,volume_354_slice_54.h5
BraTS20_Validation_051,51,45,flair,12338,13206,2,62,2,16620,344,volume_344_slice_49.h5
BraTS20_Validation_052,52,101,flair,15414,17724,1,67,2,4365,94,volume_94_slice_52.h5
BraTS20_Validation_052,52,102,flair,15281,17695,1,67,2,6194,137,volume_137_slice_62.h5
BraTS20_Validation_052,52,103,flair,15037,17630,1,67,2,5405,119,volume_119_slice_55.h5
BraTS20_Validation_052,52,104,flair,14757,17580,1,67,2,6704,148,volume_148_slice_79.h5
BraTS20_Validation_052,52,105,flair,14482,17502,1,67,2,5828,130,volume_130_slice_54.h5
BraTS20_Validation_052,52,106,flair,14089,17357,1,67,2,5649,126,volume_126_slice_87.h5
BraTS20_Validation_052,52,107,flair,13903,17275,1,67,2,4249,89,volume_89_slice_57.h5
BraTS20_Validation_052,52,108,flair,13657,17119,1,67,2,16146,332,volume_332_slice_116.h5
BraTS20_Validation_052,52,109,flair,13354,16861,1,67,2,6968,152,volume_152_slice_58.h5
BraTS20_Validation_052,52,110,flair,13032,16576,1,67,2,6962,151,volume_151_slice_123.h5
BraTS20_Validation_052,52,111,flair,12563,15957,1,67,2,4951,111,volume_111_slice_65.h5
BraTS20_Validation_052,52,112,flair,12236,15513,1,67,2,6119,135,volume_135_slice_127.h5
BraTS20_Validation_052,52,113,flair,11893,14822,1,67,2,4370,94,volume_94_slice_57.h5
BraTS20_Validation_052,52,114,flair,11540,14039,1,67,2,6870,150,volume_150_slice_82.h5
BraTS20_Validation_052,52,116,flair,10682,12245,1,67,2,6304,138,volume_138_slice_119.h5
BraTS20_Validation_052,52,117,flair,10379,11582,1,67,2,7426,161,volume_161_slice_89.h5
BraTS20_Validation_052,52,118,flair,10085,10819,1,67,2,8019,171,volume_171_slice_68.h5
BraTS20_Validation_052,52,119,flair,9705,9918,1,67,2,6958,151,volume_151_slice_119.h5
BraTS20_Validation_052,52,34,flair,11519,9676,1,67,2,7280,157,volume_157_slice_129.h5
BraTS20_Validation_052,52,33,flair,10996,9008,1,67,2,5666,126,volume_126_slice_104.h5
BraTS20_Validation_052,52,120,flair,9230,8923,1,67,2,4827,105,volume_105_slice_52.h5
BraTS20_Validation_052,52,121,flair,8781,7932,1,67,2,16811,347,volume_347_slice_115.h5
BraTS20_Validation_052,52,32,flair,10323,7119,1,67,2,16577,343,volume_343_slice_61.h5
BraTS20_Validation_052,52,122,flair,8360,6975,1,67,2,15286,315,volume_315_slice_110.h5
BraTS20_Validation_052,52,123,flair,7946,6063,1,67,2,16789,347,volume_347_slice_93.h5
BraTS20_Validation_052,52,124,flair,7537,5217,1,67,2,6587,146,volume_146_slice_85.h5
BraTS20_Validation_052,52,31,flair,9581,4968,1,67,2,6499,145,volume_145_slice_42.h5
BraTS20_Validation_052,52,30,flair,9190,4640,1,67,2,8817,186,volume_186_slice_42.h5
BraTS20_Validation_052,52,29,flair,8879,4445,1,67,2,4208,88,volume_88_slice_72.h5
BraTS20_Validation_052,52,125,flair,7081,4296,1,67,2,6379,140,volume_140_slice_122.h5
BraTS20_Validation_052,52,28,flair,8520,4226,1,67,2,4699,103,volume_103_slice_56.h5
BraTS20_Validation_052,52,27,flair,8236,4036,1,67,2,4210,88,volume_88_slice_74.h5
BraTS20_Validation_052,52,25,flair,7715,3858,1,67,2,7104,155,volume_155_slice_56.h5
BraTS20_Validation_052,52,24,flair,7396,3785,1,67,2,4721,103,volume_103_slice_78.h5
BraTS20_Validation_052,52,26,flair,7861,3780,1,67,2,7123,155,volume_155_slice_75.h5
BraTS20_Validation_052,52,23,flair,7016,3664,1,67,2,6020,134,volume_134_slice_88.h5
BraTS20_Validation_052,52,22,flair,6610,3442,1,67,2,9564,200,volume_200_slice_76.h5
BraTS20_Validation_052,52,126,flair,6507,3400,1,67,2,7076,154,volume_154_slice_118.h5
BraTS20_Validation_052,52,21,flair,6222,3235,1,67,2,8435,178,volume_178_slice_93.h5
BraTS20_Validation_052,52,20,flair,5932,3120,1,67,2,11281,236,volume_236_slice_92.h5
BraTS20_Validation_052,52,19,flair,5669,2996,1,67,2,9691,202,volume_202_slice_79.h5
BraTS20_Validation_052,52,18,flair,5359,2902,1,67,2,9578,201,volume_201_slice_54.h5
BraTS20_Validation_052,52,127,flair,6051,2868,1,67,2,6665,147,volume_147_slice_113.h5
BraTS20_Validation_052,52,17,flair,5095,2789,1,67,2,133,3,volume_3_slice_76.h5
BraTS20_Validation_052,52,16,flair,4835,2576,1,67,2,10219,213,volume_213_slice_64.h5
BraTS20_Validation_052,52,15,flair,4757,2487,1,67,2,10951,231,volume_231_slice_60.h5
BraTS20_Validation_052,52,14,flair,4611,2312,1,67,2,11985,247,volume_247_slice_98.h5
BraTS20_Validation_052,52,128,flair,5531,2198,1,67,2,6301,138,volume_138_slice_116.h5
BraTS20_Validation_052,52,13,flair,4455,2144,1,67,2,10635,221,volume_221_slice_104.h5
BraTS20_Validation_052,52,12,flair,4240,1899,1,67,2,5782,129,volume_129_slice_71.h5
BraTS20_Validation_052,52,129,flair,4981,1666,1,67,2,7382,160,volume_160_slice_90.h5
BraTS20_Validation_052,52,11,flair,3930,1476,1,67,2,10372,216,volume_216_slice_99.h5
BraTS20_Validation_052,52,9,flair,3622,1235,1,67,2,10227,213,volume_213_slice_72.h5
BraTS20_Validation_052,52,130,flair,4420,1198,1,67,2,7366,160,volume_160_slice_74.h5
BraTS20_Validation_052,52,8,flair,3368,1020,1,67,2,12258,253,volume_253_slice_85.h5
BraTS20_Validation_052,52,131,flair,3879,892,1,67,2,2215,44,volume_44_slice_89.h5
BraTS20_Validation_052,52,7,flair,3059,680,1,67,2,11227,236,volume_236_slice_38.h5
BraTS20_Validation_052,52,132,flair,3465,666,1,67,2,1031,22,volume_22_slice_88.h5
BraTS20_Validation_052,52,133,flair,2982,433,1,67,2,8093,172,volume_172_slice_89.h5
BraTS20_Validation_052,52,6,flair,2620,318,1,67,2,11926,246,volume_246_slice_90.h5
BraTS20_Validation_052,52,134,flair,2537,250,1,67,2,8376,176,volume_176_slice_134.h5
BraTS20_Validation_052,52,5,flair,2282,197,1,67,2,13398,279,volume_279_slice_124.h5
BraTS20_Validation_052,52,4,flair,1896,112,1,67,2,11442,239,volume_239_slice_68.h5
BraTS20_Validation_052,52,135,flair,1984,91,1,67,2,1596,32,volume_32_slice_123.h5
BraTS20_Validation_052,52,3,flair,1480,27,1,67,2,13615,283,volume_283_slice_129.h5
BraTS20_Validation_052,52,101,flair,15414,17724,2,67,2,6469,143,volume_143_slice_90.h5
BraTS20_Validation_052,52,102,flair,15281,17695,2,67,2,9903,208,volume_208_slice_77.h5
BraTS20_Validation_052,52,103,flair,15037,17630,2,67,2,16533,341,volume_341_slice_50.h5
BraTS20_Validation_052,52,104,flair,14757,17580,2,67,2,4174,87,volume_87_slice_77.h5
BraTS20_Validation_052,52,105,flair,14482,17502,2,67,2,5561,123,volume_123_slice_94.h5
BraTS20_Validation_052,52,106,flair,14089,17357,2,67,2,12545,258,volume_258_slice_90.h5
BraTS20_Validation_052,52,107,flair,13903,17275,2,67,2,6808,149,volume_149_slice_86.h5
BraTS20_Validation_052,52,108,flair,13657,17119,2,67,2,14434,298,volume_298_slice_75.h5
BraTS20_Validation_052,52,109,flair,13354,16861,2,67,2,6554,146,volume_146_slice_52.h5
BraTS20_Validation_052,52,110,flair,13032,16576,2,67,2,7566,163,volume_163_slice_111.h5
BraTS20_Validation_052,52,111,flair,12563,15957,2,67,2,6214,137,volume_137_slice_82.h5
BraTS20_Validation_052,52,112,flair,12236,15513,2,67,2,6847,150,volume_150_slice_59.h5
BraTS20_Validation_052,52,113,flair,11893,14822,2,67,2,5542,123,volume_123_slice_75.h5
BraTS20_Validation_053,53,127,flair,6441,3747,1,35,3,7317,159,volume_159_slice_77.h5
BraTS20_Validation_053,53,128,flair,6027,3114,1,35,3,7253,157,volume_157_slice_102.h5
BraTS20_Validation_053,53,31,flair,6430,2763,1,35,3,7916,168,volume_168_slice_110.h5
BraTS20_Validation_053,53,30,flair,6192,2713,1,35,3,13220,275,volume_275_slice_37.h5
BraTS20_Validation_053,53,28,flair,5593,2599,1,35,3,11791,244,volume_244_slice_99.h5
BraTS20_Validation_053,53,29,flair,5875,2597,1,35,3,11476,239,volume_239_slice_102.h5
BraTS20_Validation_053,53,129,flair,5619,2540,1,35,3,3893,79,volume_79_slice_111.h5
BraTS20_Validation_053,53,27,flair,5274,2521,1,35,3,7348,160,volume_160_slice_56.h5
BraTS20_Validation_053,53,26,flair,4945,2420,1,35,3,7799,166,volume_166_slice_110.h5
BraTS20_Validation_053,53,25,flair,4610,2226,1,35,3,5087,113,volume_113_slice_102.h5
BraTS20_Validation_053,53,130,flair,5253,2131,1,35,3,3896,79,volume_79_slice_114.h5
BraTS20_Validation_053,53,24,flair,4362,2034,1,35,3,4409,96,volume_96_slice_85.h5
BraTS20_Validation_053,53,23,flair,4165,1869,1,35,3,11005,231,volume_231_slice_114.h5
BraTS20_Validation_053,53,131,flair,4886,1812,1,35,3,6751,148,volume_148_slice_126.h5
BraTS20_Validation_053,53,22,flair,4004,1689,1,35,3,10806,225,volume_225_slice_131.h5
BraTS20_Validation_053,53,132,flair,4539,1534,1,35,3,6307,138,volume_138_slice_122.h5
BraTS20_Validation_053,53,21,flair,3841,1477,1,35,3,7805,166,volume_166_slice_116.h5
BraTS20_Validation_053,53,133,flair,4164,1270,1,35,3,7394,160,volume_160_slice_102.h5
BraTS20_Validation_053,53,20,flair,3683,1262,1,35,3,13804,287,volume_287_slice_111.h5
BraTS20_Validation_053,53,19,flair,3501,1063,1,35,3,9132,191,volume_191_slice_112.h5
BraTS20_Validation_053,53,134,flair,3708,964,1,35,3,8742,184,volume_184_slice_100.h5
BraTS20_Validation_053,53,18,flair,3334,911,1,35,3,10645,222,volume_222_slice_91.h5
BraTS20_Validation_053,53,17,flair,3155,768,1,35,3,789,16,volume_16_slice_119.h5
BraTS20_Validation_053,53,16,flair,2937,609,1,35,3,12893,268,volume_268_slice_65.h5
BraTS20_Validation_053,53,15,flair,2736,473,1,35,3,10644,222,volume_222_slice_90.h5
BraTS20_Validation_053,53,136,flair,2680,394,1,35,3,11478,239,volume_239_slice_104.h5
BraTS20_Validation_053,53,137,flair,2223,232,1,35,3,8570,180,volume_180_slice_110.h5
BraTS20_Validation_053,53,13,flair,2298,225,1,35,3,8674,183,volume_183_slice_103.h5
BraTS20_Validation_053,53,12,flair,2040,136,1,35,3,8677,183,volume_183_slice_106.h5
BraTS20_Validation_053,53,138,flair,1790,125,1,35,3,8571,180,volume_180_slice_111.h5
BraTS20_Validation_053,53,11,flair,1778,71,1,35,3,10641,222,volume_222_slice_87.h5
BraTS20_Validation_053,53,139,flair,1274,31,1,35,3,11626,241,volume_241_slice_130.h5
BraTS20_Validation_053,53,10,flair,1513,22,1,35,3,11007,231,volume_231_slice_116.h5
BraTS20_Validation_053,53,127,flair,6441,3747,2,35,3,6303,138,volume_138_slice_118.h5
BraTS20_Validation_053,53,128,flair,6027,3114,2,35,3,8973,188,volume_188_slice_94.h5
BraTS20_Validation_053,53,31,flair,6430,2763,2,35,3,7807,167,volume_167_slice_40.h5
BraTS20_Validation_053,53,30,flair,6192,2713,2,35,3,11720,243,volume_243_slice_91.h5
BraTS20_Validation_053,53,28,flair,5593,2599,2,35,3,11988,247,volume_247_slice_101.h5
BraTS20_Validation_053,53,29,flair,5875,2597,2,35,3,11285,236,volume_236_slice_96.h5
BraTS20_Validation_053,53,129,flair,5619,2540,2,35,3,7249,157,volume_157_slice_98.h5
BraTS20_Validation_053,53,27,flair,5274,2521,2,35,3,11787,244,volume_244_slice_95.h5
BraTS20_Validation_053,53,26,flair,4945,2420,2,35,3,11280,236,volume_236_slice_91.h5
BraTS20_Validation_053,53,25,flair,4610,2226,2,35,3,12012,248,volume_248_slice_79.h5
BraTS20_Validation_053,53,130,flair,5253,2131,2,35,3,6384,140,volume_140_slice_127.h5
BraTS20_Validation_053,53,24,flair,4362,2034,2,35,3,11296,236,volume_236_slice_107.h5
BraTS20_Validation_053,53,23,flair,4165,1869,2,35,3,7800,166,volume_166_slice_111.h5
BraTS20_Validation_053,53,131,flair,4886,1812,2,35,3,7381,160,volume_160_slice_89.h5
BraTS20_Validation_053,53,22,flair,4004,1689,2,35,3,11290,236,volume_236_slice_101.h5
BraTS20_Validation_053,53,132,flair,4539,1534,2,35,3,8370,176,volume_176_slice_128.h5
BraTS20_Validation_053,53,21,flair,3841,1477,2,35,3,11464,239,volume_239_slice_90.h5
BraTS20_Validation_053,53,133,flair,4164,1270,2,35,3,7357,160,volume_160_slice_65.h5
BraTS20_Validation_053,53,20,flair,3683,1262,2,35,3,17665,365,volume_365_slice_61.h5
BraTS20_Validation_053,53,19,flair,3501,1063,2,35,3,5086,113,volume_113_slice_101.h5
BraTS20_Validation_053,53,134,flair,3708,964,2,35,3,8374,176,volume_176_slice_132.h5
BraTS20_Validation_053,53,18,flair,3334,911,2,35,3,16282,334,volume_334_slice_91.h5
BraTS20_Validation_053,53,17,flair,3155,768,2,35,3,661,14,volume_14_slice_83.h5
BraTS20_Validation_053,53,135,flair,3158,620,2,35,3,5278,116,volume_116_slice_95.h5
BraTS20_Validation_053,53,16,flair,2937,609,2,35,3,10646,222,volume_222_slice_92.h5
BraTS20_Validation_053,53,15,flair,2736,473,2,35,3,7806,166,volume_166_slice_117.h5
BraTS20_Validation_053,53,136,flair,2680,394,2,35,3,8566,180,volume_180_slice_106.h5
BraTS20_Validation_053,53,14,flair,2519,328,2,35,3,11006,231,volume_231_slice_115.h5
BraTS20_Validation_053,53,137,flair,2223,232,2,35,3,8567,180,volume_180_slice_107.h5
BraTS20_Validation_053,53,13,flair,2298,225,2,35,3,10643,222,volume_222_slice_89.h5
BraTS20_Validation_053,53,12,flair,2040,136,2,35,3,10677,222,volume_222_slice_123.h5
BraTS20_Validation_053,53,138,flair,1790,125,2,35,3,2978,61,volume_61_slice_79.h5
BraTS20_Validation_053,53,11,flair,1778,71,2,35,3,13295,276,volume_276_slice_118.h5
BraTS20_Validation_053,53,139,flair,1274,31,2,35,3,16829,347,volume_347_slice_133.h5
BraTS20_Validation_053,53,10,flair,1513,22,2,35,3,13296,276,volume_276_slice_119.h5
BraTS20_Validation_053,53,127,flair,6441,3747,3,35,3,17172,355,volume_355_slice_75.h5
BraTS20_Validation_053,53,128,flair,6027,3114,3,35,3,6338,140,volume_140_slice_81.h5
BraTS20_Validation_053,53,31,flair,6430,2763,3,35,3,2306,46,volume_46_slice_33.h5
BraTS20_Validation_053,53,30,flair,6192,2713,3,35,3,2901,59,volume_59_slice_77.h5
