slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,whole_tumor_pixels,donor_h5_path,mask_has_margin,loaded_mask_pixels,compatible_external_base_count,tumor_area_pixels,tumor_area_fraction,bbox_y_min,bbox_y_max,bbox_x_min,bbox_x_max,bbox_height,bbox_width,bbox_area,bbox_fill_fraction,centroid_y,centroid_x,centroid_y_normalized,centroid_x_normalized,centroid_laterality,connected_component_count,largest_component_pixels,largest_component_fraction
volume_161_slice_72.h5,1,161,72,0,358,0,0.9937847222222222,358,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_72.h5,True,358,2815,358,0.0062152777777777,82,120,83,116,39,34,1326,0.2699849170437405,103.41899441340782,96.60055865921788,0.4327154577966854,0.4041864379046773,left,3,352,0.9832402234636872
volume_161_slice_73.h5,1,161,73,0,472,0,0.9918055555555556,472,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_73.h5,True,472,2806,472,0.0081944444444444,81,120,83,117,40,35,1400,0.3371428571428571,102.27966101694916,97.53601694915254,0.4279483724558541,0.408100489326998,left,4,461,0.9766949152542372
volume_161_slice_74.h5,1,161,74,0,622,5,0.9891145833333334,627,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_74.h5,True,627,2825,627,0.0108854166666666,81,121,83,117,41,35,1435,0.4369337979094077,102.2695374800638,98.67464114832536,0.4279060145609363,0.4128646073151689,left,5,612,0.9760765550239234
volume_161_slice_75.h5,1,161,75,0,758,36,0.9862152777777776,794,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_75.h5,True,794,2801,794,0.0137847222222222,81,121,82,117,41,36,1476,0.537940379403794,102.772040302267,99.44332493702773,0.430008536829569,0.4160808574771034,left,5,778,0.9798488664987406
volume_161_slice_76.h5,1,161,76,10,826,108,0.9836111111111112,944,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_76.h5,True,944,2760,944,0.0163888888888888,81,124,80,117,44,38,1672,0.5645933014354066,103.5677966101695,99.4936440677966,0.4333380611304163,0.4162913977732075,left,4,938,0.9936440677966102
volume_161_slice_77.h5,1,161,77,13,816,216,0.9818576388888888,1045,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_77.h5,True,1045,2738,1045,0.0181423611111111,83,122,78,121,40,44,1760,0.59375,103.23827751196173,99.47751196172248,0.431959320133731,0.416223899421433,left,5,1040,0.9952153110047848
volume_161_slice_78.h5,1,161,78,21,815,310,0.9801041666666668,1146,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_78.h5,True,1146,2725,1146,0.0198958333333333,84,122,78,121,39,44,1716,0.6678321678321678,103.04188481675392,99.87434554973822,0.4311375933755394,0.4178842910030888,left,2,1145,0.99912739965096
volume_161_slice_79.h5,1,161,79,16,822,379,0.9788715277777778,1217,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_79.h5,True,1217,2710,1217,0.0211284722222222,85,122,77,122,38,46,1748,0.6962242562929062,103.08052588331964,100.05094494658998,0.4312992714783248,0.4186232006133472,left,2,1214,0.9975349219391948
volume_161_slice_80.h5,1,161,80,49,823,400,0.9779166666666668,1272,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_80.h5,True,1272,2697,1272,0.0220833333333333,85,123,77,120,39,44,1716,0.7412587412587412,103.21462264150944,100.14386792452832,0.4318603457803742,0.4190119996842188,left,1,1272,1.0
volume_161_slice_81.h5,1,161,81,91,811,405,0.9773090277777776,1307,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_81.h5,True,1307,2673,1307,0.0226909722222222,85,123,76,121,39,46,1794,0.7285395763656634,102.6557000765111,100.11706197398622,0.4295217576423058,0.4188998408953398,left,2,1305,0.9984697781178272
volume_161_slice_82.h5,1,161,82,136,857,372,0.9763020833333332,1365,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_82.h5,True,1365,2653,1365,0.0236979166666666,85,124,76,121,40,46,1840,0.7418478260869565,102.4937728937729,100.11208791208792,0.428844238049259,0.4188790289208699,left,2,1360,0.9963369963369964
volume_161_slice_83.h5,1,161,83,144,855,401,0.9756944444444444,1400,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_83.h5,True,1400,2649,1400,0.0243055555555555,83,122,76,123,40,48,1920,0.7291666666666666,101.76214285714286,100.46714285714286,0.4257830245068739,0.4203646144650328,left,1,1400,1.0
volume_161_slice_84.h5,1,161,84,169,886,444,0.9739756944444444,1499,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_84.h5,True,1499,2658,1499,0.0260243055555555,81,122,76,128,42,53,2226,0.6734052111410602,101.155436957972,101.45563709139428,0.4232445061003012,0.4245005736041601,left,2,1496,0.9979986657771848
volume_161_slice_85.h5,1,161,85,198,882,493,0.9726909722222222,1573,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_85.h5,True,1573,2651,1573,0.0273090277777777,79,122,76,129,44,54,2376,0.6620370370370371,100.72727272727272,101.85123966942147,0.4214530239634842,0.4261558145164079,left,2,1572,0.9993642720915448
volume_161_slice_86.h5,1,161,86,219,895,547,0.9711631944444444,1661,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_86.h5,True,1661,2608,1661,0.0288368055555555,75,123,76,129,49,54,2646,0.627739984882842,100.06441902468391,101.94581577363034,0.4186795775091377,0.4265515304335998,left,2,1660,0.9993979530403372
volume_161_slice_87.h5,1,161,87,248,882,580,0.9703125,1710,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_87.h5,True,1710,2594,1710,0.0296875,75,121,76,130,47,55,2585,0.6615087040618955,99.48713450292398,102.23801169590644,0.4162641611001003,0.4277741075142529,left,2,1709,0.9994152046783624
volume_161_slice_88.h5,1,161,88,297,823,607,0.9700173611111113,1727,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_88.h5,True,1727,2581,1727,0.0299826388888888,74,120,76,130,47,55,2585,0.6680851063829787,98.8413433700058,102.42038216560508,0.4135621061506518,0.4285371638728246,left,1,1727,1.0
volume_161_slice_89.h5,1,161,89,378,819,565,0.9694097222222222,1762,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_89.h5,True,1762,2575,1762,0.0305902777777777,74,121,76,130,48,55,2640,0.6674242424242425,99.02099886492624,102.46765039727582,0.4143138027821181,0.4287349389007356,left,1,1762,1.0
volume_161_slice_90.h5,1,161,90,449,846,512,0.9686284722222224,1807,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_90.h5,True,1807,2569,1807,0.0313715277777777,73,123,75,130,51,56,2856,0.632703081232493,99.54288876591036,102.62147205312672,0.4164974425351897,0.4293785441553419,left,2,1794,0.9928057553956836
volume_161_slice_91.h5,1,161,91,513,768,485,0.9693402777777778,1766,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_91.h5,True,1766,2581,1766,0.0306597222222222,73,122,75,131,50,57,2850,0.6196491228070176,99.00113250283124,102.60362400906004,0.4142306799281642,0.4293038661466947,left,1,1766,1.0
volume_161_slice_92.h5,1,161,92,540,711,476,0.9700173611111113,1727,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_92.h5,True,1727,2582,1727,0.0299826388888888,74,119,75,135,46,61,2806,0.6154668567355667,98.492762015055,102.70005790387955,0.4121036067575523,0.4297073552463579,left,2,1726,0.9994209612044008
volume_161_slice_93.h5,1,161,93,557,685,456,0.9705208333333332,1698,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_93.h5,True,1698,2581,1698,0.0294791666666666,74,118,74,137,45,64,2880,0.5895833333333333,98.26796230859836,102.87985865724382,0.4111630222117086,0.4304596596537398,left,1,1698,1.0
volume_161_slice_94.h5,1,161,94,547,712,454,0.9702604166666666,1713,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_94.h5,True,1713,2586,1713,0.0297395833333333,74,121,76,137,48,62,2976,0.5756048387096774,98.5697606538237,102.96672504378284,0.4124257767942414,0.4308231173380035,left,1,1713,1.0
volume_161_slice_95.h5,1,161,95,525,711,458,0.9705902777777776,1694,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_95.h5,True,1694,2591,1694,0.0294097222222222,74,121,76,137,48,62,2976,0.5692204301075269,98.5590318772137,103.05844155844156,0.4123808865155385,0.4312068684453621,left,1,1694,1.0
volume_161_slice_96.h5,1,161,96,492,726,445,0.9711284722222222,1663,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_96.h5,True,1663,2585,1663,0.0288715277777777,75,117,75,137,43,63,2709,0.6138796603912883,98.41190619362598,102.8123872519543,0.4117652978812802,0.4301773525186372,left,1,1663,1.0
volume_161_slice_97.h5,1,161,97,448,730,455,0.9716493055555556,1633,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_97.h5,True,1633,2596,1633,0.0283506944444444,75,117,75,138,43,64,2752,0.5933866279069767,98.37966932026944,102.9448867115738,0.4116304155659809,0.4307317435630702,left,1,1633,1.0
volume_161_slice_98.h5,1,161,98,405,757,409,0.9727256944444445,1571,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_98.h5,True,1571,2623,1571,0.0272743055555555,75,116,76,138,42,63,2646,0.5937263794406652,98.12667091024824,103.06810948440484,0.4105718448127541,0.4312473200184303,left,1,1571,1.0
volume_161_slice_99.h5,1,161,99,326,763,395,0.9742361111111112,1484,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_99.h5,True,1484,2656,1484,0.0257638888888888,76,115,76,137,40,62,2480,0.5983870967741935,98.07412398921834,103.08288409703503,0.4103519832184867,0.4313091384813181,left,1,1484,1.0
volume_161_slice_100.h5,1,161,100,273,774,360,0.9755729166666668,1407,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_100.h5,True,1407,2661,1407,0.0244270833333333,77,115,76,133,39,58,2262,0.6220159151193634,98.3447050461976,102.37668798862828,0.4114841215322075,0.4283543430486539,left,1,1407,1.0
volume_161_slice_101.h5,1,161,101,202,756,353,0.9772395833333334,1311,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_101.h5,True,1311,2669,1311,0.0227604166666666,80,114,76,129,35,54,1890,0.6936507936507936,98.95575896262396,101.57055682684974,0.4140408324795981,0.4249814093173629,left,1,1311,1.0
volume_161_slice_102.h5,1,161,102,146,746,308,0.9791666666666666,1200,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_102.h5,True,1200,2649,1200,0.0208333333333333,82,115,76,125,34,50,1700,0.7058823529411765,99.08,100.355,0.4145606694560669,0.4198953974895397,left,1,1200,1.0
volume_161_slice_103.h5,1,161,103,104,801,235,0.9802083333333332,1140,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_103.h5,True,1140,2610,1140,0.0197916666666666,83,114,75,124,32,50,1600,0.7125,99.28771929824562,99.21929824561404,0.4154297878587683,0.4151435073038244,left,1,1140,1.0
volume_161_slice_104.h5,1,161,104,33,853,202,0.9811111111111112,1088,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_104.h5,True,1088,2590,1088,0.0188888888888888,84,113,75,124,30,50,1500,0.7253333333333334,99.24448529411764,98.50459558823528,0.4152488924440069,0.4121531196160472,left,1,1088,1.0
volume_161_slice_105.h5,1,161,105,15,896,147,0.9816319444444443,1058,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_105.h5,True,1058,2576,1058,0.0183680555555555,84,112,74,123,29,50,1450,0.7296551724137931,99.02551984877128,98.08223062381852,0.4143327190325158,0.4103859021917093,left,1,1058,1.0
volume_161_slice_106.h5,1,161,106,14,938,72,0.9822222222222222,1024,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_106.h5,True,1024,2574,1024,0.0177777777777777,84,112,74,122,29,49,1421,0.7206192821956369,98.826171875,97.63671875,0.4134986270920502,0.4085218357740586,left,1,1024,1.0
volume_161_slice_107.h5,1,161,107,9,938,22,0.9831770833333332,969,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_107.h5,True,969,2572,969,0.0168229166666666,84,112,74,120,29,47,1363,0.7109317681584739,98.49742002063984,97.21981424148606,0.4121230963206688,0.4067774654455484,left,1,969,1.0
volume_161_slice_108.h5,1,161,108,0,898,2,0.984375,900,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_108.h5,True,900,2614,900,0.015625,84,111,76,120,28,45,1260,0.7142857142857143,98.24,97.0,0.4110460251046025,0.405857740585774,left,1,900,1.0
volume_161_slice_109.h5,1,161,109,0,866,0,0.9849652777777778,866,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_109.h5,True,866,2615,866,0.0150347222222222,83,111,76,119,29,44,1276,0.6786833855799373,98.19399538106236,96.49307159353349,0.4108535371592567,0.4037367012281735,left,1,866,1.0
volume_161_slice_110.h5,1,161,110,0,823,0,0.9857118055555556,823,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_110.h5,True,823,2623,823,0.0142881944444444,83,111,76,118,29,43,1247,0.6599839615076183,98.0546780072904,96.30012150668288,0.4102706192773657,0.4029293786890496,left,1,823,1.0
volume_161_slice_111.h5,1,161,111,0,767,0,0.9866840277777778,767,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_111.h5,True,767,2652,767,0.0133159722222222,83,111,76,116,29,41,1189,0.6450798990748529,97.9960886571056,96.52672750977835,0.4100254755527431,0.4038775209614157,left,1,767,1.0
volume_161_slice_112.h5,1,161,112,0,676,0,0.9882638888888888,676,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_112.h5,True,676,2667,676,0.0117361111111111,83,111,76,115,29,40,1160,0.5827586206896552,97.94526627218934,96.95266272189347,0.4098128295907504,0.4056596766606422,left,1,676,1.0
volume_161_slice_113.h5,1,161,113,0,575,0,0.9900173611111112,575,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_113.h5,True,575,2705,575,0.0099826388888888,84,110,77,114,27,38,1026,0.5604288499025342,97.85391304347826,97.18782608695652,0.4094305985082772,0.4066436237947971,left,1,575,1.0
volume_161_slice_114.h5,1,161,114,0,412,0,0.9928472222222222,412,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_114.h5,True,412,2720,412,0.0071527777777777,85,110,78,111,26,34,884,0.4660633484162896,98.40776699029126,96.76699029126212,0.4117479790388756,0.4048828045659503,left,5,312,0.7572815533980582
volume_162_slice_55.h5,1,162,55,0,336,14,0.9939236111111112,350,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_55.h5,True,350,6764,350,0.0060763888888888,76,102,137,162,27,26,702,0.4985754985754986,87.85142857142857,151.36,0.3675791990436342,0.633305439330544,right,3,345,0.9857142857142858
volume_162_slice_56.h5,1,162,56,0,326,117,0.9923090277777776,443,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_56.h5,True,443,6829,443,0.0076909722222222,76,104,137,167,29,31,899,0.492769744160178,89.83747178329571,150.95711060948082,0.3758890032773879,0.6316197096630997,right,4,428,0.9661399548532732
volume_162_slice_57.h5,1,162,57,0,352,205,0.9903298611111112,557,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_57.h5,True,557,6903,557,0.0096701388888888,76,105,137,167,30,31,930,0.5989247311827957,92.2818671454219,151.2100538599641,0.3861165989348196,0.6326780496232807,right,1,557,1.0
volume_162_slice_58.h5,1,162,58,0,357,264,0.98921875,621,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_58.h5,True,621,6934,621,0.01078125,76,106,137,168,31,32,992,0.626008064516129,93.71014492753623,151.29307568438003,0.39209265660057,0.6330254212735567,right,1,621,1.0
volume_162_slice_59.h5,1,162,59,0,362,315,0.9882465277777778,677,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_59.h5,True,677,6990,677,0.0117534722222222,77,111,136,169,35,34,1190,0.5689075630252101,95.2245199409158,151.76957163958642,0.3984289537276812,0.6350191281991063,right,1,677,1.0
volume_162_slice_60.h5,1,162,60,0,365,369,0.9872569444444445,734,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_60.h5,True,734,7004,734,0.0127430555555555,77,135,135,169,59,35,2065,0.3554479418886198,96.18937329700272,151.97275204359673,0.4024659970585888,0.6358692554125386,right,4,729,0.9931880108991824
volume_162_slice_61.h5,1,162,61,10,337,449,0.9861805555555556,796,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_61.h5,True,796,6987,796,0.0138194444444444,79,135,135,170,57,36,2052,0.3879142300194931,97.15954773869346,151.83040201005025,0.4065253043459977,0.6352736485776161,right,3,783,0.9836683417085428
volume_162_slice_62.h5,1,162,62,6,287,570,0.9850173611111112,863,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_62.h5,True,863,6950,863,0.0149826388888888,79,135,134,170,57,37,2109,0.4091986723565671,97.55967555040556,151.71147161066048,0.4081994792903998,0.6347760318437677,right,3,851,0.9860950173812284
volume_162_slice_63.h5,1,162,63,6,273,700,0.9830034722222222,979,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_63.h5,True,979,6959,979,0.0169965277777777,79,136,133,170,58,38,2204,0.4441923774954628,98.16343207354444,151.61389172625127,0.4107256572114829,0.6343677478085827,right,3,964,0.9846782431052092
volume_162_slice_64.h5,1,162,64,58,331,709,0.9809375,1098,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_64.h5,True,1098,6955,1098,0.0190625,79,136,131,171,58,41,2378,0.4617325483599663,98.5591985428051,151.80418943533698,0.4123815838611092,0.6351639725327907,right,2,1093,0.9954462659380692
volume_162_slice_65.h5,1,162,65,111,402,693,0.9790625,1206,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_65.h5,True,1206,6949,1206,0.0209375,78,138,131,172,61,42,2562,0.4707259953161593,98.8457711442786,152.3217247097844,0.4135806324028393,0.6373293920911481,right,2,1198,0.9933665008291874
volume_162_slice_66.h5,1,162,66,140,450,709,0.9774479166666666,1299,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_66.h5,True,1299,6906,1299,0.0225520833333333,78,138,130,174,61,45,2745,0.473224043715847,99.04311008468052,152.66974595842956,0.4144063183459436,0.63878554794322,right,2,1290,0.9930715935334872
volume_162_slice_67.h5,1,162,67,160,500,751,0.9755034722222222,1411,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_67.h5,True,1411,6907,1411,0.0244965277777777,78,138,130,175,61,46,2806,0.5028510334996437,99.65131112686038,152.8235294117647,0.4169510925810057,0.639428993354664,right,5,1391,0.9858256555634302
volume_162_slice_68.h5,1,162,68,160,571,814,0.9731770833333332,1545,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_68.h5,True,1545,6930,1545,0.0268229166666666,78,139,130,176,62,47,2914,0.5301990391214825,101.3779935275081,152.79935275080905,0.4241757051360171,0.6393278357774437,right,3,1460,0.9449838187702264
volume_162_slice_69.h5,1,162,69,179,678,886,0.9697395833333332,1743,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_69.h5,True,1743,6947,1743,0.0302604166666666,78,141,129,177,64,49,3136,0.5558035714285714,103.5530694205393,152.76936316695353,0.4332764410901226,0.6392023563470859,right,3,1556,0.8927137119908204
volume_162_slice_70.h5,1,162,70,199,733,977,0.9668576388888888,1909,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_70.h5,True,1909,6953,1909,0.0331423611111111,78,142,114,178,65,65,4225,0.4518343195266272,104.77579884756418,153.0141435306443,0.4383924637973396,0.640226541969223,right,3,1889,0.9895233106338396
volume_162_slice_71.h5,1,162,71,225,776,1024,0.96484375,2025,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_71.h5,True,2025,6963,2025,0.03515625,78,147,129,179,70,51,3570,0.5672268907563025,105.78518518518518,153.11604938271606,0.442615837594917,0.6406529262875149,right,2,2018,0.9965432098765432
volume_162_slice_72.h5,1,162,72,277,823,1009,0.9633854166666668,2109,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_72.h5,True,2109,6943,2109,0.0366145833333333,78,147,129,180,70,52,3640,0.5793956043956044,106.22996680891416,153.32954006638218,0.4444768485728626,0.6415461927463689,right,1,2109,1.0
volume_162_slice_73.h5,1,162,73,315,868,993,0.9622222222222222,2176,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_73.h5,True,2176,6908,2176,0.0377777777777777,78,147,128,180,70,53,3710,0.5865229110512129,106.58318014705884,153.46461397058823,0.4459547286487817,0.6421113555254738,right,1,2176,1.0
volume_162_slice_74.h5,1,162,74,322,913,1021,0.9608333333333332,2256,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_74.h5,True,2256,6853,2256,0.0391666666666666,78,147,122,180,70,59,4130,0.5462469733656174,106.84352836879432,153.13475177304966,0.4470440517522775,0.6407311789667349,right,1,2256,1.0
volume_162_slice_75.h5,1,162,75,311,1022,1048,0.9586631944444444,2381,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_75.h5,True,2381,6719,2381,0.0413368055555555,78,147,117,181,70,65,4550,0.5232967032967033,107.4040319193616,152.36581268374633,0.4493892548927264,0.6375138606014491,right,1,2381,1.0
volume_162_slice_76.h5,1,162,76,328,1098,1039,0.9572048611111112,2465,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_76.h5,True,2465,6655,2465,0.0427951388888888,78,147,94,181,70,88,6160,0.4001623376623376,107.46612576064908,152.16957403651116,0.449649061760038,0.6366927783954442,right,3,2461,0.9983772819472616
volume_162_slice_77.h5,1,162,77,372,1151,998,0.9562326388888888,2521,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_77.h5,True,2521,6617,2521,0.0437673611111111,78,146,94,185,69,92,6348,0.3971329552614996,107.3780245934153,152.32130107100355,0.4492804376293527,0.637327619543948,right,2,2516,0.9980166600555336
volume_162_slice_78.h5,1,162,78,453,1222,903,0.9552430555555556,2578,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_78.h5,True,2578,6585,2578,0.0447569444444444,77,146,114,185,70,72,5040,0.5115079365079365,107.1955003878976,152.65050426687355,0.4485167380246761,0.6387050387735295,right,1,2578,1.0
volume_162_slice_79.h5,1,162,79,488,1261,857,0.9547569444444444,2606,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_79.h5,True,2606,6558,2606,0.0452430555555555,76,145,113,186,70,74,5180,0.5030888030888031,106.91980046047584,152.924405218726,0.4473631818429951,0.6398510678607783,right,2,2605,0.9996162701458172
volume_162_slice_80.h5,1,162,80,474,1282,872,0.954375,2628,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_80.h5,True,2628,6537,2628,0.045625,76,145,113,186,70,74,5180,0.5073359073359074,106.68607305936074,153.06240487062405,0.4463852429261956,0.6404284722620253,right,2,2627,0.9996194824961948
volume_162_slice_81.h5,1,162,81,419,1270,935,0.9544444444444444,2624,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_81.h5,True,2624,6541,2624,0.0455555555555555,76,144,112,186,69,75,5175,0.5070531400966184,106.43216463414636,153.29458841463415,0.4453228645780182,0.6413999515256659,right,1,2624,1.0
volume_162_slice_82.h5,1,162,82,339,1310,975,0.9544444444444444,2624,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_82.h5,True,2624,6531,2624,0.0455555555555555,76,143,112,186,68,75,5100,0.5145098039215686,106.31211890243902,153.40548780487805,0.4448205811817532,0.6418639657107869,right,1,2624,1.0
volume_162_slice_83.h5,1,162,83,313,1340,982,0.9542534722222222,2635,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_83.h5,True,2635,6525,2635,0.0457465277777777,76,142,112,186,67,75,5025,0.5243781094527363,106.33548387096774,153.57267552182162,0.4449183425563504,0.6425634959072034,right,1,2635,1.0
volume_162_slice_84.h5,1,162,84,292,1352,994,0.954201388888889,2638,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_84.h5,True,2638,6520,2638,0.0457986111111111,76,148,110,186,73,77,5621,0.4693115104074008,106.59211523881729,153.78695981804398,0.4459921139699468,0.6434600829206861,right,2,2635,0.9988627748294162
volume_162_slice_85.h5,1,162,85,278,1386,977,0.9541493055555555,2641,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_85.h5,True,2641,6511,2641,0.0458506944444444,77,148,110,187,72,78,5616,0.4702635327635328,106.75956077243468,153.9348731541083,0.4466927228972162,0.6440789671720012,right,2,2640,0.9996213555471412
volume_162_slice_86.h5,1,162,86,259,1409,964,0.9543055555555556,2632,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_86.h5,True,2632,6536,2632,0.0456944444444444,77,145,110,187,69,78,5382,0.4890375325157934,107.03381458966564,153.9338905775076,0.4478402284086429,0.6440748559728352,right,2,2630,0.9992401215805472
volume_162_slice_87.h5,1,162,87,216,1439,970,0.9544270833333334,2625,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_87.h5,True,2625,6546,2625,0.0455729166666666,77,145,111,187,69,77,5313,0.4940711462450592,107.26285714285714,153.98590476190475,0.4487985654512851,0.6442924885435345,right,3,2622,0.9988571428571428
volume_162_slice_88.h5,1,162,88,165,1450,995,0.9546875,2610,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_88.h5,True,2610,6558,2610,0.0453125,77,145,112,187,69,76,5244,0.4977116704805492,107.4287356321839,154.04214559386972,0.4494926177078824,0.6445278058320909,right,3,2607,0.9988505747126436
volume_162_slice_89.h5,1,162,89,87,1486,1037,0.9546875,2610,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_89.h5,True,2610,6565,2610,0.0453125,77,145,114,188,69,75,5175,0.5043478260869565,107.66130268199234,154.13141762452108,0.4504657015982943,0.6449013289728915,right,3,2608,0.9992337164750956
volume_162_slice_90.h5,1,162,90,55,1587,965,0.9547395833333332,2607,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_90.h5,True,2607,6579,2607,0.0452604166666666,77,144,114,188,68,75,5100,0.5111764705882353,107.97660145761412,154.1169927119294,0.4517849433372975,0.6448409736900812,right,2,2604,0.998849252013809
volume_162_slice_91.h5,1,162,91,44,1764,825,0.9542881944444443,2633,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_162_slice_91.h5,True,2633,6587,2633,0.0457118055555555,78,144,116,187,67,72,4824,0.5458126036484245,108.52753513102924,154.12761109001138,0.4540901051507499,0.6448854020502568,right,1,2633,1.0
