h5_relative_path,volume,slice_index,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,whole_tumor_pixels,has_tumor,eligible_br_lora_slice,image_channel,image_channel_index,label_rule,image_role,source_cohort,downstream_split,common_real_training,is_synthetic_library_donor
volume_157_slice_142.h5,157,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_143.h5,157,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_144.h5,157,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_145.h5,157,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_146.h5,157,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_147.h5,157,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_148.h5,157,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_149.h5,157,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_150.h5,157,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_151.h5,157,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_152.h5,157,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_153.h5,157,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_157_slice_154.h5,157,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_0.h5,158,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_1.h5,158,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_2.h5,158,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_3.h5,158,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_4.h5,158,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_5.h5,158,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_6.h5,158,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_7.h5,158,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_8.h5,158,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_9.h5,158,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_10.h5,158,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_11.h5,158,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_12.h5,158,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_13.h5,158,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_14.h5,158,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_15.h5,158,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_16.h5,158,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_17.h5,158,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_18.h5,158,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_19.h5,158,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_20.h5,158,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_21.h5,158,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_22.h5,158,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_23.h5,158,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_24.h5,158,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_25.h5,158,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_26.h5,158,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_27.h5,158,27,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_28.h5,158,28,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_29.h5,158,29,0,4,0,4,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_30.h5,158,30,0,27,0,27,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_31.h5,158,31,0,96,0,96,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_32.h5,158,32,0,210,0,210,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_46.h5,158,46,52,1584,107,1743,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_65.h5,158,65,0,260,0,260,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_66.h5,158,66,0,169,0,169,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_67.h5,158,67,0,147,0,147,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_68.h5,158,68,0,130,0,130,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_69.h5,158,69,0,120,0,120,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_70.h5,158,70,0,127,0,127,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_71.h5,158,71,0,108,0,108,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_72.h5,158,72,0,79,0,79,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_73.h5,158,73,0,55,0,55,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_74.h5,158,74,0,23,0,23,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_75.h5,158,75,0,10,0,10,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_76.h5,158,76,0,4,0,4,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_77.h5,158,77,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_78.h5,158,78,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_79.h5,158,79,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_80.h5,158,80,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_81.h5,158,81,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_82.h5,158,82,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_83.h5,158,83,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_84.h5,158,84,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_85.h5,158,85,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_86.h5,158,86,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_87.h5,158,87,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_88.h5,158,88,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_89.h5,158,89,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_90.h5,158,90,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_91.h5,158,91,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_92.h5,158,92,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_93.h5,158,93,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_94.h5,158,94,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_95.h5,158,95,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_96.h5,158,96,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_97.h5,158,97,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_98.h5,158,98,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_99.h5,158,99,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_100.h5,158,100,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_101.h5,158,101,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_102.h5,158,102,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_103.h5,158,103,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_104.h5,158,104,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_105.h5,158,105,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_106.h5,158,106,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_107.h5,158,107,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_108.h5,158,108,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_109.h5,158,109,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_110.h5,158,110,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_111.h5,158,111,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_112.h5,158,112,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_113.h5,158,113,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_114.h5,158,114,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_115.h5,158,115,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_116.h5,158,116,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_117.h5,158,117,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_118.h5,158,118,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_119.h5,158,119,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_120.h5,158,120,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_121.h5,158,121,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_122.h5,158,122,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_123.h5,158,123,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_124.h5,158,124,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_125.h5,158,125,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_126.h5,158,126,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_127.h5,158,127,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_128.h5,158,128,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_129.h5,158,129,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_130.h5,158,130,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_131.h5,158,131,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_132.h5,158,132,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_133.h5,158,133,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_134.h5,158,134,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_135.h5,158,135,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_136.h5,158,136,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_137.h5,158,137,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_138.h5,158,138,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_139.h5,158,139,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_140.h5,158,140,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_141.h5,158,141,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_142.h5,158,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_143.h5,158,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_144.h5,158,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_145.h5,158,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_146.h5,158,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_147.h5,158,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_148.h5,158,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_149.h5,158,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_150.h5,158,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_151.h5,158,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_152.h5,158,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_153.h5,158,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_158_slice_154.h5,158,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_0.h5,159,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_1.h5,159,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_2.h5,159,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_3.h5,159,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_4.h5,159,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_5.h5,159,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_6.h5,159,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_7.h5,159,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_8.h5,159,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_9.h5,159,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_10.h5,159,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_11.h5,159,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_12.h5,159,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_13.h5,159,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_14.h5,159,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_15.h5,159,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_16.h5,159,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_17.h5,159,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_18.h5,159,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_19.h5,159,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_20.h5,159,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_21.h5,159,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_22.h5,159,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_23.h5,159,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_24.h5,159,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_25.h5,159,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_26.h5,159,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_27.h5,159,27,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_28.h5,159,28,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_29.h5,159,29,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_30.h5,159,30,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_31.h5,159,31,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_32.h5,159,32,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_33.h5,159,33,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_34.h5,159,34,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_35.h5,159,35,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_36.h5,159,36,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_37.h5,159,37,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_38.h5,159,38,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_39.h5,159,39,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_40.h5,159,40,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_41.h5,159,41,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_42.h5,159,42,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_43.h5,159,43,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_44.h5,159,44,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_45.h5,159,45,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_46.h5,159,46,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_47.h5,159,47,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_48.h5,159,48,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_49.h5,159,49,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_50.h5,159,50,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_51.h5,159,51,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_52.h5,159,52,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_53.h5,159,53,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_54.h5,159,54,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_55.h5,159,55,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_56.h5,159,56,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_57.h5,159,57,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_58.h5,159,58,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_59.h5,159,59,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_60.h5,159,60,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_61.h5,159,61,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_62.h5,159,62,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_63.h5,159,63,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_64.h5,159,64,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_65.h5,159,65,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_66.h5,159,66,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_67.h5,159,67,0,4,0,4,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_68.h5,159,68,0,11,0,11,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_69.h5,159,69,0,30,0,30,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_70.h5,159,70,0,40,0,40,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_71.h5,159,71,0,51,0,51,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_159_slice_72.h5,159,72,0,61,0,61,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
