library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
4751,synthetic_004751,batch_0020,planned,,BraTS20_Validation_058,58,57,flair,14365.0,16709.0,1.0,127,53,volume_127_slice_53.h5,1111,1111.0,1782.0,1.0,1.0,0.6676860154634711,0.6865841395855067,right,16472.0,BraTS20_Validation_058|slice_57|volume_127_slice_53.h5
4931,synthetic_004931,batch_0020,planned,,BraTS20_Validation_061,61,1,flair,1554.0,182.0,1.0,283,94,volume_283_slice_94.h5,649,649.0,1176.0,1.0,1.0,0.6458729554963865,0.4151478618537692,right,171.0,BraTS20_Validation_061|slice_1|volume_283_slice_94.h5
4932,synthetic_004932,batch_0020,planned,,BraTS20_Validation_061,61,2,flair,2020.0,225.0,1.0,281,121,volume_281_slice_121.h5,722,722.0,1271.0,4.0,0.9958448753462604,0.6587118534058114,0.4171409033484394,right,210.0,BraTS20_Validation_061|slice_2|volume_281_slice_121.h5
4933,synthetic_004933,batch_0020,planned,,BraTS20_Validation_061,61,3,flair,2422.0,308.0,1.0,283,100,volume_283_slice_100.h5,1001,1001.0,1536.0,3.0,0.995004995004995,0.6589477468138556,0.4390254097367068,right,286.0,BraTS20_Validation_061|slice_3|volume_283_slice_100.h5
4934,synthetic_004934,batch_0020,planned,,BraTS20_Validation_061,61,4,flair,2756.0,430.0,1.0,58,92,volume_58_slice_92.h5,409,409.0,1680.0,2.0,0.9975550122249388,0.6492823602827593,0.6390318257613733,right,392.0,BraTS20_Validation_061|slice_4|volume_58_slice_92.h5
4935,synthetic_004935,batch_0020,planned,,BraTS20_Validation_061,61,5,flair,3039.0,607.0,1.0,279,127,volume_279_slice_127.h5,540,540.0,725.0,1.0,1.0,0.6776150627615062,0.4275220827522082,right,559.0,BraTS20_Validation_061|slice_5|volume_279_slice_127.h5
4936,synthetic_004936,batch_0020,planned,,BraTS20_Validation_061,61,6,flair,3323.0,823.0,1.0,283,93,volume_283_slice_93.h5,629,629.0,1128.0,1.0,1.0,0.645914681602597,0.4123035169060274,right,766.0,BraTS20_Validation_061|slice_6|volume_283_slice_93.h5
4937,synthetic_004937,batch_0020,planned,,BraTS20_Validation_061,61,7,flair,3586.0,1130.0,1.0,39,101,volume_39_slice_101.h5,1048,1048.0,1584.0,1.0,1.0,0.6342106103676259,0.6163044172602128,right,1058.0,BraTS20_Validation_061|slice_7|volume_39_slice_101.h5
4938,synthetic_004938,batch_0020,planned,,BraTS20_Validation_061,61,8,flair,3802.0,1459.0,1.0,255,101,volume_255_slice_101.h5,775,775.0,1400.0,1.0,1.0,0.6798920232150087,0.645020920502092,right,1377.0,BraTS20_Validation_061|slice_8|volume_255_slice_101.h5
4939,synthetic_004939,batch_0020,planned,,BraTS20_Validation_061,61,9,flair,3971.0,1697.0,1.0,253,84,volume_253_slice_84.h5,375,375.0,888.0,2.0,0.944,0.6408591352859135,0.6577405857740586,right,1611.0,BraTS20_Validation_061|slice_9|volume_253_slice_84.h5
4940,synthetic_004940,batch_0020,planned,,BraTS20_Validation_061,61,10,flair,4102.0,1850.0,1.0,155,118,volume_155_slice_118.h5,969,969.0,1650.0,2.0,0.9927760577915375,0.6196872935476767,0.5788307835796728,right,1763.0,BraTS20_Validation_061|slice_10|volume_155_slice_118.h5
4941,synthetic_004941,batch_0020,planned,,BraTS20_Validation_061,61,11,flair,4226.0,1956.0,1.0,215,79,volume_215_slice_79.h5,895,895.0,1550.0,1.0,1.0,0.6082980762488019,0.6062270634160024,right,1865.0,BraTS20_Validation_061|slice_11|volume_215_slice_79.h5
4942,synthetic_004942,batch_0020,planned,,BraTS20_Validation_061,61,12,flair,4338.0,2041.0,1.0,247,103,volume_247_slice_103.h5,957,957.0,2100.0,2.0,0.9989550679205852,0.7072441337338178,0.4015337329433419,right,1949.0,BraTS20_Validation_061|slice_12|volume_247_slice_103.h5
4943,synthetic_004943,batch_0020,planned,,BraTS20_Validation_061,61,13,flair,4439.0,2160.0,1.0,39,73,volume_39_slice_73.h5,1059,1059.0,1672.0,1.0,1.0,0.6290571748037345,0.6390215763667468,right,2063.0,BraTS20_Validation_061|slice_13|volume_39_slice_73.h5
4944,synthetic_004944,batch_0020,planned,,BraTS20_Validation_061,61,15,flair,4647.0,2336.0,1.0,253,51,volume_253_slice_51.h5,1228,1228.0,2340.0,4.0,0.9641693811074918,0.6441640658007713,0.6501642293486706,right,2236.0,BraTS20_Validation_061|slice_15|volume_253_slice_51.h5
4945,synthetic_004945,batch_0020,planned,,BraTS20_Validation_061,61,16,flair,4774.0,2444.0,1.0,173,111,volume_173_slice_111.h5,2040,2040.0,3465.0,4.0,0.9946078431372548,0.6389470013947002,0.6243908442037902,right,2341.0,BraTS20_Validation_061|slice_16|volume_173_slice_111.h5
4946,synthetic_004946,batch_0020,planned,,BraTS20_Validation_061,61,17,flair,4916.0,2594.0,1.0,217,35,volume_217_slice_35.h5,307,307.0,484.0,1.0,1.0,0.7436114101917599,0.6499666089706023,right,2490.0,BraTS20_Validation_061|slice_17|volume_217_slice_35.h5
4947,synthetic_004947,batch_0020,planned,,BraTS20_Validation_061,61,18,flair,5048.0,2738.0,1.0,213,71,volume_213_slice_71.h5,997,997.0,2700.0,6.0,0.9398194583751254,0.6717054930481822,0.6470499364201391,right,2633.0,BraTS20_Validation_061|slice_18|volume_213_slice_71.h5
4948,synthetic_004948,batch_0020,planned,,BraTS20_Validation_061,61,19,flair,5195.0,2878.0,1.0,246,72,volume_246_slice_72.h5,1951,1951.0,2891.0,1.0,1.0,0.6458655469033153,0.6505707833553869,right,2774.0,BraTS20_Validation_061|slice_19|volume_246_slice_72.h5
4949,synthetic_004949,batch_0020,planned,,BraTS20_Validation_061,61,20,flair,5297.0,2972.0,1.0,246,46,volume_246_slice_46.h5,747,747.0,1189.0,2.0,0.9959839357429718,0.672150246733097,0.6881752953235536,right,2866.0,BraTS20_Validation_061|slice_20|volume_246_slice_46.h5
4950,synthetic_004950,batch_0020,planned,,BraTS20_Validation_061,61,21,flair,5418.0,3064.0,1.0,169,72,volume_169_slice_72.h5,762,762.0,1248.0,1.0,1.0,0.6230026685994794,0.6519509329116288,right,2954.0,BraTS20_Validation_061|slice_21|volume_169_slice_72.h5
4951,synthetic_004951,batch_0020,planned,,BraTS20_Validation_061,61,22,flair,5529.0,3140.0,1.0,221,94,volume_221_slice_94.h5,2225,2225.0,3456.0,1.0,1.0,0.6902975882657139,0.6252870104837571,right,3029.0,BraTS20_Validation_061|slice_22|volume_221_slice_94.h5
4952,synthetic_004952,batch_0020,planned,,BraTS20_Validation_061,61,23,flair,5633.0,3144.0,1.0,208,119,volume_208_slice_119.h5,1156,1156.0,2280.0,1.0,1.0,0.5988656599730712,0.5833562566055218,right,3034.0,BraTS20_Validation_061|slice_23|volume_208_slice_119.h5
4953,synthetic_004953,batch_0020,planned,,BraTS20_Validation_061,61,24,flair,5817.0,3273.0,1.0,246,49,volume_246_slice_49.h5,1043,1043.0,1650.0,2.0,0.9904122722914668,0.6705391993645623,0.684471491553573,right,3159.0,BraTS20_Validation_061|slice_24|volume_246_slice_49.h5
4954,synthetic_004954,batch_0020,planned,,BraTS20_Validation_061,61,25,flair,6006.0,3350.0,1.0,202,47,volume_202_slice_47.h5,1601,1601.0,3402.0,1.0,1.0,0.7430241036590625,0.6245730309769782,right,3238.0,BraTS20_Validation_061|slice_25|volume_202_slice_47.h5
4955,synthetic_004955,batch_0020,planned,,BraTS20_Validation_061,61,26,flair,6288.0,3461.0,1.0,356,78,volume_356_slice_78.h5,1061,1061.0,1800.0,2.0,0.9311969839773798,0.7526963983610631,0.6379077131781417,right,3346.0,BraTS20_Validation_061|slice_26|volume_356_slice_78.h5
4956,synthetic_004956,batch_0020,planned,,BraTS20_Validation_061,61,27,flair,6783.0,3611.0,1.0,103,52,volume_103_slice_52.h5,854,854.0,1496.0,1.0,1.0,0.7503307105131647,0.6557034090129639,right,3494.0,BraTS20_Validation_061|slice_27|volume_103_slice_52.h5
4957,synthetic_004957,batch_0020,planned,,BraTS20_Validation_061,61,28,flair,7234.0,3812.0,1.0,202,50,volume_202_slice_50.h5,2064,2064.0,3630.0,1.0,1.0,0.7273239596510006,0.6276981771593526,right,3686.0,BraTS20_Validation_061|slice_28|volume_202_slice_50.h5
4958,synthetic_004958,batch_0020,planned,,BraTS20_Validation_061,61,29,flair,7693.0,3950.0,1.0,4,72,volume_4_slice_72.h5,1974,1974.0,2928.0,1.0,1.0,0.6736338085487912,0.6512825730309929,right,3824.0,BraTS20_Validation_061|slice_29|volume_4_slice_72.h5
4959,synthetic_004959,batch_0020,planned,,BraTS20_Validation_061,61,30,flair,8225.0,4319.0,1.0,191,73,volume_191_slice_73.h5,3146,3146.0,6237.0,5.0,0.9955499046408136,0.6527888239565683,0.3981678268479333,right,4187.0,BraTS20_Validation_061|slice_30|volume_191_slice_73.h5
4960,synthetic_004960,batch_0020,planned,,BraTS20_Validation_061,61,31,flair,8634.0,4707.0,1.0,369,58,volume_369_slice_58.h5,1438,1438.0,3266.0,1.0,1.0,0.6951716994198125,0.6730291374002711,right,4566.0,BraTS20_Validation_061|slice_31|volume_369_slice_58.h5
4961,synthetic_004961,batch_0020,planned,,BraTS20_Validation_061,61,32,flair,9027.0,5154.0,1.0,127,64,volume_127_slice_64.h5,1609,1609.0,2255.0,1.0,1.0,0.6869465948599796,0.6729848576651732,right,5010.0,BraTS20_Validation_061|slice_32|volume_127_slice_64.h5
4962,synthetic_004962,batch_0020,planned,,BraTS20_Validation_061,61,33,flair,9613.0,5911.0,1.0,183,59,volume_183_slice_59.h5,3848,3848.0,6527.0,1.0,1.0,0.6146158630468254,0.3378356631494707,right,5763.0,BraTS20_Validation_061|slice_33|volume_183_slice_59.h5
4963,synthetic_004963,batch_0020,planned,,BraTS20_Validation_061,61,100,flair,15097.0,17667.0,2.0,6,108,volume_6_slice_108.h5,2324,2324.0,4048.0,2.0,0.9995697074010328,0.4350168156187211,0.6011655708308428,left,17419.0,BraTS20_Validation_061|slice_100|volume_6_slice_108.h5
4964,synthetic_004964,batch_0020,planned,,BraTS20_Validation_061,61,100,flair,15097.0,17667.0,1.0,157,91,volume_157_slice_91.h5,2047,2047.0,5307.0,3.0,0.9711773326819736,0.4850653982867059,0.4342389004830009,midline,17419.0,BraTS20_Validation_061|slice_100|volume_157_slice_91.h5
4965,synthetic_004965,batch_0020,planned,,BraTS20_Validation_061,61,101,flair,14894.0,17624.0,2.0,286,93,volume_286_slice_93.h5,713,713.0,936.0,1.0,1.0,0.3161841943112665,0.5551884605679345,left,17376.0,BraTS20_Validation_061|slice_101|volume_286_slice_93.h5
4966,synthetic_004966,batch_0020,planned,,BraTS20_Validation_061,61,101,flair,14894.0,17624.0,1.0,316,73,volume_316_slice_73.h5,3991,3991.0,11495.0,11.0,0.9589075419694312,0.3798819309974639,0.4387623198221102,left,17376.0,BraTS20_Validation_061|slice_101|volume_316_slice_73.h5
4967,synthetic_004967,batch_0020,planned,,BraTS20_Validation_061,61,102,flair,14620.0,17542.0,1.0,40,86,volume_40_slice_86.h5,1411,1411.0,2760.0,1.0,1.0,0.2994078207983299,0.561822974892432,left,17294.0,BraTS20_Validation_061|slice_102|volume_40_slice_86.h5
4968,synthetic_004968,batch_0020,planned,,BraTS20_Validation_061,61,102,flair,14620.0,17542.0,2.0,143,97,volume_143_slice_97.h5,2502,2502.0,4002.0,1.0,1.0,0.3713196806571479,0.590911371321353,left,17294.0,BraTS20_Validation_061|slice_102|volume_143_slice_97.h5
4969,synthetic_004969,batch_0020,planned,,BraTS20_Validation_061,61,103,flair,14348.0,17375.0,1.0,138,76,volume_138_slice_76.h5,3946,3946.0,7178.0,2.0,0.9642676127724278,0.3931230609037912,0.4164166032230085,left,17127.0,BraTS20_Validation_061|slice_103|volume_138_slice_76.h5
4970,synthetic_004970,batch_0020,planned,,BraTS20_Validation_061,61,103,flair,14348.0,17375.0,2.0,167,72,volume_167_slice_72.h5,2071,2071.0,4200.0,4.0,0.9584741670690488,0.5056357064785876,0.5976960173263376,midline,17127.0,BraTS20_Validation_061|slice_103|volume_167_slice_72.h5
4971,synthetic_004971,batch_0020,planned,,BraTS20_Validation_061,61,104,flair,14103.0,17191.0,1.0,126,95,volume_126_slice_95.h5,932,932.0,1666.0,3.0,0.9946351931330472,0.499461274624239,0.3154416650205613,midline,16945.0,BraTS20_Validation_061|slice_104|volume_126_slice_95.h5
4972,synthetic_004972,batch_0020,planned,,BraTS20_Validation_061,61,104,flair,14103.0,17191.0,2.0,169,60,volume_169_slice_60.h5,1645,1645.0,2376.0,1.0,1.0,0.6166550088387532,0.6514885986443006,right,16945.0,BraTS20_Validation_061|slice_104|volume_169_slice_60.h5
4973,synthetic_004973,batch_0020,planned,,BraTS20_Validation_061,61,105,flair,13812.0,16960.0,2.0,126,77,volume_126_slice_77.h5,815,815.0,1462.0,5.0,0.992638036809816,0.4853248453423005,0.3151834073465616,midline,16716.0,BraTS20_Validation_061|slice_105|volume_126_slice_77.h5
4974,synthetic_004974,batch_0020,planned,,BraTS20_Validation_061,61,105,flair,13812.0,16960.0,1.0,159,97,volume_159_slice_97.h5,857,857.0,1599.0,3.0,0.6674445740956826,0.5932634518584339,0.3323943111857555,right,16716.0,BraTS20_Validation_061|slice_105|volume_159_slice_97.h5
4975,synthetic_004975,batch_0020,planned,,BraTS20_Validation_061,61,106,flair,13509.0,16678.0,1.0,171,78,volume_171_slice_78.h5,2515,2515.0,4788.0,9.0,0.976938369781312,0.4212033239891196,0.4451733115948659,left,16434.0,BraTS20_Validation_061|slice_106|volume_171_slice_78.h5
4976,synthetic_004976,batch_0020,planned,,BraTS20_Validation_061,61,106,flair,13509.0,16678.0,2.0,327,110,volume_327_slice_110.h5,2305,2305.0,3381.0,1.0,1.0,0.3828406502146507,0.3821054828960146,left,16434.0,BraTS20_Validation_061|slice_106|volume_327_slice_110.h5
4977,synthetic_004977,batch_0020,planned,,BraTS20_Validation_061,61,107,flair,13141.0,16159.0,2.0,138,89,volume_138_slice_89.h5,4782,4782.0,8034.0,1.0,1.0,0.4237604755629986,0.4099473443824383,left,15920.0,BraTS20_Validation_061|slice_107|volume_138_slice_89.h5
4978,synthetic_004978,batch_0020,planned,,BraTS20_Validation_061,61,107,flair,13141.0,16159.0,1.0,150,70,volume_150_slice_70.h5,3487,3487.0,5893.0,1.0,1.0,0.4850304718182178,0.6081224584319763,midline,15920.0,BraTS20_Validation_061|slice_107|volume_150_slice_70.h5
4979,synthetic_004979,batch_0020,planned,,BraTS20_Validation_061,61,108,flair,12762.0,15647.0,1.0,77,50,volume_77_slice_50.h5,964,964.0,2067.0,4.0,0.9937759336099584,0.47297696140558,0.6712529731418948,midline,15409.0,BraTS20_Validation_061|slice_108|volume_77_slice_50.h5
4980,synthetic_004980,batch_0020,planned,,BraTS20_Validation_061,61,108,flair,12762.0,15647.0,2.0,118,73,volume_118_slice_73.h5,1121,1121.0,2205.0,2.0,0.9982158786797504,0.4917605694258339,0.3358179151161358,midline,15409.0,BraTS20_Validation_061|slice_108|volume_118_slice_73.h5
4981,synthetic_004981,batch_0020,planned,,BraTS20_Validation_061,61,109,flair,12407.0,15168.0,2.0,40,92,volume_40_slice_92.h5,451,451.0,884.0,2.0,0.9933481152993348,0.2794904860421749,0.5526909053799552,left,14932.0,BraTS20_Validation_061|slice_109|volume_40_slice_92.h5
4982,synthetic_004982,batch_0020,planned,,BraTS20_Validation_061,61,109,flair,12407.0,15168.0,1.0,151,65,volume_151_slice_65.h5,1505,1505.0,3276.0,2.0,0.9980066445182724,0.3448866400700593,0.5541722848524444,left,14932.0,BraTS20_Validation_061|slice_109|volume_151_slice_65.h5
4983,synthetic_004983,batch_0020,planned,,BraTS20_Validation_061,61,110,flair,12048.0,14594.0,2.0,138,101,volume_138_slice_101.h5,3548,3548.0,5301.0,1.0,1.0,0.4352148419995,0.3976239781502219,left,14359.0,BraTS20_Validation_061|slice_110|volume_138_slice_101.h5
4984,synthetic_004984,batch_0020,planned,,BraTS20_Validation_061,61,110,flair,12048.0,14594.0,1.0,167,85,volume_167_slice_85.h5,797,797.0,2145.0,5.0,0.9924717691342536,0.5227973099961676,0.6283920349847493,midline,14359.0,BraTS20_Validation_061|slice_110|volume_167_slice_85.h5
4985,synthetic_004985,batch_0020,planned,,BraTS20_Validation_061,61,111,flair,11695.0,13871.0,1.0,171,98,volume_171_slice_98.h5,3253,3253.0,5451.0,5.0,0.992622194897018,0.4283950315576095,0.432810653056657,left,13639.0,BraTS20_Validation_061|slice_111|volume_171_slice_98.h5
4986,synthetic_004986,batch_0020,planned,,BraTS20_Validation_061,61,111,flair,11695.0,13871.0,2.0,268,50,volume_268_slice_50.h5,965,965.0,1488.0,1.0,1.0,0.5878162464500184,0.3299195698831487,right,13639.0,BraTS20_Validation_061|slice_111|volume_268_slice_50.h5
4987,synthetic_004987,batch_0020,planned,,BraTS20_Validation_061,61,112,flair,11298.0,13060.0,1.0,176,104,volume_176_slice_104.h5,2450,2450.0,3672.0,1.0,1.0,0.5349654171291948,0.3866723593202971,midline,12835.0,BraTS20_Validation_061|slice_112|volume_176_slice_104.h5
4988,synthetic_004988,batch_0020,planned,,BraTS20_Validation_061,61,113,flair,10928.0,12279.0,1.0,126,106,volume_126_slice_106.h5,436,436.0,646.0,1.0,1.0,0.4979271429119803,0.3167920617250777,midline,12063.0,BraTS20_Validation_061|slice_113|volume_126_slice_106.h5
4989,synthetic_004989,batch_0020,planned,,BraTS20_Validation_061,61,114,flair,10527.0,11457.0,1.0,148,117,volume_148_slice_117.h5,629,629.0,1026.0,1.0,1.0,0.389400722405891,0.5381524768677118,left,11251.0,BraTS20_Validation_061|slice_114|volume_148_slice_117.h5
4990,synthetic_004990,batch_0020,planned,,BraTS20_Validation_061,61,115,flair,10111.0,10583.0,1.0,150,75,volume_150_slice_75.h5,3636,3636.0,6106.0,2.0,0.9994499449944996,0.4780196638910753,0.6052538308224128,midline,10390.0,BraTS20_Validation_061|slice_115|volume_150_slice_75.h5
4991,synthetic_004991,batch_0020,planned,,BraTS20_Validation_061,61,116,flair,9762.0,9794.0,1.0,182,108,volume_182_slice_108.h5,803,803.0,1462.0,1.0,1.0,0.4612254255745973,0.6136194292324286,midline,9614.0,BraTS20_Validation_061|slice_116|volume_182_slice_108.h5
4992,synthetic_004992,batch_0020,planned,,BraTS20_Validation_061,61,117,flair,9398.0,9006.0,1.0,311,106,volume_311_slice_106.h5,1016,1016.0,1702.0,4.0,0.9616141732283464,0.522386584522123,0.6406656673145983,midline,8836.0,BraTS20_Validation_061|slice_117|volume_311_slice_106.h5
4993,synthetic_004993,batch_0020,planned,,BraTS20_Validation_061,61,118,flair,9001.0,8251.0,1.0,195,33,volume_195_slice_33.h5,759,759.0,1665.0,2.0,0.9855072463768116,0.4497273995181945,0.6430670172711287,left,8085.0,BraTS20_Validation_061|slice_118|volume_195_slice_33.h5
4994,synthetic_004994,batch_0020,planned,,BraTS20_Validation_061,61,119,flair,8598.0,7423.0,1.0,149,89,volume_149_slice_89.h5,3770,3770.0,6732.0,2.0,0.9986737400530504,0.5626394237705736,0.6207318291288858,right,7265.0,BraTS20_Validation_061|slice_119|volume_149_slice_89.h5
4995,synthetic_004995,batch_0020,planned,,BraTS20_Validation_061,61,120,flair,8169.0,6469.0,1.0,148,109,volume_148_slice_109.h5,1009,1009.0,2046.0,3.0,0.9871159563924676,0.3703198410954132,0.5536116375217188,left,6325.0,BraTS20_Validation_061|slice_120|volume_148_slice_109.h5
4996,synthetic_004996,batch_0020,planned,,BraTS20_Validation_061,61,121,flair,7775.0,5671.0,1.0,149,97,volume_149_slice_97.h5,2019,2019.0,5130.0,1.0,1.0,0.5539135534597059,0.5979077425545187,right,5535.0,BraTS20_Validation_061|slice_121|volume_149_slice_97.h5
4997,synthetic_004997,batch_0020,planned,,BraTS20_Validation_061,61,122,flair,7293.0,4586.0,1.0,150,46,volume_150_slice_46.h5,1000,1000.0,2448.0,3.0,0.976,0.4577322175732217,0.6238702928870292,midline,4461.0,BraTS20_Validation_061|slice_122|volume_150_slice_46.h5
4998,synthetic_004998,batch_0020,planned,,BraTS20_Validation_061,61,123,flair,6818.0,3780.0,1.0,184,99,volume_184_slice_99.h5,597,597.0,2040.0,4.0,0.9530988274706867,0.5378636557964158,0.3881191172038715,midline,3670.0,BraTS20_Validation_061|slice_123|volume_184_slice_99.h5
4999,synthetic_004999,batch_0020,planned,,BraTS20_Validation_061,61,125,flair,5784.0,2658.0,1.0,33,127,volume_33_slice_127.h5,539,539.0,1425.0,5.0,0.5287569573283859,0.5295177028590059,0.3940817102801561,midline,2571.0,BraTS20_Validation_061|slice_125|volume_33_slice_127.h5
5000,synthetic_005000,batch_0020,planned,,BraTS20_Validation_061,61,126,flair,5264.0,2144.0,1.0,147,108,volume_147_slice_108.h5,1180,1180.0,1739.0,1.0,1.0,0.4608680235444294,0.5958726331465853,midline,2071.0,BraTS20_Validation_061|slice_126|volume_147_slice_108.h5
